,Kategori,Tweet,Sentiment,problem
855,tj,Sutanto memperkirakan proyek kereta cepat Jakarta-Surabaya bakal menelan biaya Rp1 triliun per kilometer atau lebih dari Rp700 triliun dengan estimasi jangka waktu balik modal 80-100 tahun. https://t.co/l3zh0u0lHs,Negatif,[]
856,tj,@CommuterLine kok saya ga jadi naik kereta tetep dipotong saldo? Saya mau naik dari stasiun Cibitung jam 12 malam masuk. Tapi setelah nunggu 20 menit petugas baru infokan kereta ke Jakarta sudah ga lewat. Lalu saya keluar. Besoknya saya menyelaraskan tarif eh malah kepotong.,Negatif,"['Keterlambatan', 'Pelayanan', 'Masalah Pembayaran', 'Infrastruktur']"
857,tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/yCwxuWmWy5,Negatif,"['Infrastruktur', 'Akses/Rute']"
858,tj,@nagiseishiros Selamat malam Kak. Untuk jadwal perjalanan Commuter Line rute Universitas Pancasila-Jakarta Kota terakhir tersedia pukul. 23:50 WIB. Informasi lengkap jadwal Commuter Line dapat dicek di aplikasi C-Access Access by KAI dan melalui link: https://t.co/CX7AWwKdUL atau unduh,Negatif,"['Masalah Pembayaran', 'Akses/Rute']"
859,tj,@txttransportasi kayaknya pemda Surabaya harus studi banding ke Jakarta deh angkot di Jakarta masih bisa hidup walaupun ada TransJakarta KRL MRT LRT. Bajaj aja masih ada di Jakarta kalau emang beneran cari solusi dan bukan cari alasan sihh logisnya begitu yaa,Negatif,[]
860,tj,kereta jakarta kota dari stasiun universitas pancasila terakhir jam berapa ya min @CommuterLine,Negatif,['Infrastruktur']
861,tj,Polda Metro Jaya menangkap pelaku penusukan di perlintasan rel kereta api Tanah Abang Jakarta Pusat. Pelaku penusukan adalah pria bernama Mika Febianto (26). https://t.co/eHAK51jbkL,Negatif,['Ancaman']
862,tj,GAS JANGAN LAMBAT NIH..! #AHY Pastikan #Prabowo Lanjutkan Proyek Kereta Cepat Jakarta-Surabaya https://t.co/36JzMcb4v6 lewat @BERGELORA.COM https://t.co/ytKZBkQPZ1,Negatif,"['Kualitas Layanan', 'Kecepatan Layanan']"
863,tj,*POLRI dan YPKTB Siapkan Pemimpin Masa Depan Lewat Kereta Kader Bangsa: Students of Today Leaders of Tomorrow * Jakarta 14 Juli 2025 menjadi hari yang bersejarah dalam perjalanan pendidikan nasional saat para siswa unggulan dari SMA Kemala Taruna Bhayangkara (KTB) dan Global https://t.co/eMtfNUYQGC,Positif,[]
864,tj,*Kereta Kader Bangsa: Kolaborasi YPKBI dan KAI Hadirkan Perjalanan Pendidikan Bermakna untuk Putra-Putri Terbaik Bangsa* Jakarta. Yayasan Pendidikan Kader Bangsa Indonesia (YPKBI) dan PT Kereta Api Indonesia (Persero) hari ini resmi meluncurkan Kereta Kader Bangsa https://t.co/WaUpnmnbuF,Positif,[]
865,tj,Masih byk anak2 di daerah bodetabek yg di sekolahkan di jakarta harus naik krl sebelum setengah 6 bayangin aja itu anak2 pd bangun jam brp,Negatif,['Emosi/Frustrasi']
866,tj,WTS iPhone 13 128 GB Garansi Blibli (Resmi 🇮🇩) NEW - Barang Baru NEW (BNIB) - Masih Segel Greenpel 7 75 Juta Net COD Bekasi / Jakarta Via Jalur KRL wtb preloved jual beli second xr xs pro max mini 11 12 15 14 16 #zonauang #zonajajan https://t.co/xOY8b7MWqn,Negatif,"['Masalah Pembayaran', 'Akses/Rute']"
867,tj,kayaknya sejak jadi pengguna krl jalur Bogor jadi bisa lebih menikmati perjalanan komuter. pertama karena waktu berangkat gw berlawanan dengan para penumpang menuju Jakarta dan waktu pulang berlawanan dengan orang-orang yang kembali ke Bogor.,Negatif,['Akses/Rute']
868,tj,biasanya dari jakarta pulang naik kereta turun di semarang tawang atau ngrombo ini malah masih lanjut rasanya aneh kayak kebablasan tapi emang tujuannya masi jauh haha,Negatif,['Emosi/Frustrasi']
869,tj,shock bgt anjrit kereta arah jakarta penuh mulu walaupun jam 1 siang,Negatif,['Kondisi']
870,tj,@archoihyun jauh coi harus naik angkot krl ojol baru sampe photoism (blio pikir jakarta tuh kecil keh???),Negatif,['Kemacetan']
871,tj,@DKIJakarta Kak minta tlong diperbaiki lampu jalan mati kurang lebih 1 bulan di jln basmol raya kembangan utara jakarta barat (patokanya halte jembatan gantung dekat kali sebelum rell kereta depan bengkel motor) Terima kasih. https://t.co/40SH32pFpB,Negatif,[]
872,tj,@txttransportasi Nek misale wedi malah tambah macet ng perlintasan sing lebih sering ditutup gara-gara krl lah kan isok digawe rel layang dengan contoh jakarta kota-manggarai. Walaupun jangka pendek e isok macet berjam-jam diwaktu proyek pembangunan tapi jangka panjang e kan bisa lebih lancar..,Negatif,"['Keterlambatan', 'Kemacetan']"
873,tj,@KAI121 Boleh bawa skuter lipat ke kereta antar kota engga? Ini skuter diperbolehkan kalo dibawa ke commuter line atau trans jakarta. https://t.co/7ALtOWh07U,Negatif,[]
874,tj,@mrtjakarta Peta Rute MRT Jakarta di kereta nomor K1 1 18 15 belum diperbarui karena masih menuliskan stasiun lama. Apakah ada rencana penggantian peta rute dengan nama stasiun terkini Bundaran HI Bank Jakarta? Terima kasih. https://t.co/wPYyi9IK7r,Negatif,"['Navigasi', 'Infrastruktur', 'Akses/Rute']"
875,tj,PT Kereta Commuter Indonesia (KCI) berencana merevitalisasi Stasiun Duri di Tambora Jakarta Barat. Hal itu lantaran kapasitas penumpang di Stasiun Duri terbilang tinggi. Adapun stasiun tersebut terakhir direvitalisasi pada tahun 2017 yang lalu. Stasiun Duri walaupun sudah https://t.co/KuOnTInqzh,Negatif,"['Ancaman', 'Infrastruktur']"
876,tj,Ratangga boleh padat tapi rasa aman tetap prioritas! MRT Jakarta menyediakan kereta khusus wanit pada jam sibuk demi menciptakan ruang yang lebih aman dan nyaman. ‍ Kereta paling depan dari arah kedatangan Ratangga diperuntukkan bagi Pelanggan wanita setiap hari kerja https://t.co/YSopXGYxXc,Positif,"['Kondisi', 'Masalah Pembayaran', 'Prioritas/Kebutuhan Khusus']"
877,tj,@Bola_Jakarta info aje dul gue pakai Jaklingko yg bank @BankJakarta lebih murah kalau integrasi TJ ke KRL. *gue lagi aje ,Negatif,[]
878,tj,@ah_yeong32927 @tanyakanrl Aku juga di jakarta kakk muehehe. Iya bener kalo standarnya menengah 4 jt gak bakal cukup. Tapi kalo misal standarnya dibawah bgt yg penting asal layak tinggal + gak ikut fomo mungkin bisa. Paling untuk transportasi harus banyak gunain tj atau krl atau jalan kaki.,Negatif,[]
879,tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/DklXHcuFCp,Negatif,"['Infrastruktur', 'Akses/Rute']"
880,tj,Saya ingin mengucapkan permintaan maaf terhadap pengguna KRL lin Bogot arah Jakarta Kota LRT Cibubur arah Dukuh Atas dan TJ koridor 6A arah Ragunan atas bau delapan porsi Bakwan Malang yang mungkin tercium dari tas saya,Negatif,['Kondisi']
881,tj,@zunandahsyat Selamat siang Kak rute Stasiun Jakarta Kota Bogor terakhir pukul 23.50 WIB. Info lengkap jadwal Commuter Line dapat dicek di aplikasi C-Access Access by KAI dan melalui link: https://t.co/CX7AWwKdUL atau unduh melalui link: https://t.co/r1sH6ifIYP. Tks.,Positif,"['Masalah Pembayaran', 'Infrastruktur', 'Akses/Rute']"
882,tj,tiap dengerin forget jakarta selalu keinget lagi duduk di kereta api dengerin ini pas otw pulang tiap libur semester. habis itu entar pas otw balik ke jakarta lagi dengerinnya sesuatu di jogja,Negatif,['Ancaman']
883,tj,Bagi kamu yang tidak suka kemacetan Bandara ke Jakarta sebaiknya naik kereta aja. &lt;3 Cc @CommuterLine,Negatif,['Kemacetan']
884,tj,Jadwal kereta commuter jakarta kota-bogor paling malam itu jam berapa? @CommuterLine,Negatif,[]
885,tj,open jasa rental sewa rent digicam sony w810 &amp; canon ixus 185 jabodetabek for juli cod di st krl line jakarta - bogor udah include card reader juga! slot terbatas yaa #rentaldigicam #sewadigicam #sewadigicamdepok #sewadigicamjakarta #zonaBU #zonauang #rentdigicam,Positif,['Masalah Pembayaran']
886,tj,Pagi2 udh dengerin curhatan abang2 gojek. Wkwkwk. Ngomongin biaya hidup di Jakarta pas tau gue kerja di daerah Jaksel. Wkwkwk. 'Emang ga capek kak tiap hari naik kereta penuh ke Jakarta? Etapi yaaa namanya kerja yaa kak? wkwkwk' Dia yg nanya dia yg jawab. https://t.co/qSiDUOmL0s,Negatif,"['Kondisi', 'Ancaman', 'Emosi/Frustrasi']"
887,tj,Bro dipake di jakarta desek-desekan di KRL dedempetan di mikrotrans atau transjakarta atau kena ekspos langsung polusi jalanan pas naik ojek onlen. Bro. Susah jaga clean bro.,Negatif,"['Kondisi', 'Navigasi']"
888,tj,PT Kereta Api Indonesia (Persero) Daerah Operasi 1 Jakarta mencatat sebanyak 2.005.761 orang menggunakan layanan kereta api selama masa libur sekolah periode 20 Juni hingga 15 Juli 2025. https://t.co/8dHfbzyA7Z,Negatif,[]
889,tj,Tolong jangan galak2 sama gw.. gw anak perempuan pertama punya kucing 3 ekor di kantor solo fighter tiap hari pp Bogor-Jakarta 2 jam krl an,Negatif,['Pelayanan']
890,tj,Beneran subsidinya bakal jauh lebih besar dari kereta cepat Jakarta-Bandung. Rakyat harus bersiap mengeluarlan uang untuk pajak. https://t.co/wMkVaxvhL5,Negatif,"['Kualitas Layanan', 'Kecepatan Layanan']"
891,tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/tzJgLyHJYL,Negatif,"['Infrastruktur', 'Akses/Rute']"
892,tj,Libur Sekolah 26 Hari KAI Daop 1 Jakarta Layani Lebih dari 2 Juta Pelanggan Kereta Api https://t.co/2FFF9Gpior https://t.co/KCQws5sWBr,Negatif,[]
893,tj,Dirgahayu Kereta Api Singasari ke 8 Tahun (17 Juli 2017 - 17 Juli 2025) telah membanggakan warga Blitar - warga Jakarta. #singasari #keretaapi #like4like #fotosepur @keretaapikita @argothrottle @instrail_id @jurnalrailfans @sahabat_kereta @EdanSepurID https://t.co/dprA3cs9pX,Positif,[]
894,tj,WTR LIGHTSTICK BLACKPINK V2 For DEADLINE BP TOUR in Jakarta - V2 300k - Telezoom PB 10.000 mAh 40k/each NO DP &amp; deposit Tanpa tahan kartu identitas COD venue/st KRL bisa fullpay divenue open rent rental sewa lightstick bp ls powerbank telezoom https://t.co/BoDnqyF99P,Positif,[]
895,tj,update titipan yg sudah sampai Kereta Semar Lembu by Zaky Yamani Jakarta Sebelum Pagi by Ziggy Zezsyazeoviennazabrizkie super cepattt.. pesan tgl 13 tengah malam sampai tgl 15 thank you udah titip checkout di akuuu https://t.co/GyDkwQakUn,Positif,[]
896,tj,@iamwoodysix @KRathalos97 @republicandeist @polzhengzhi @Kaisar_Blues Gw ada feeling sih masyarakat reaksinya gak akan sepanas kereta cepat Jakarta Bandung,Negatif,['Kondisi']
897,tj,Provider nya kemungkinan dari Tiongkok (lagi). https://t.co/Qdfn2JgpJW,Negatif,[]
898,tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/w0HwtvUhX5,Negatif,"['Infrastruktur', 'Akses/Rute']"
899,tj,@geezanna20 Dari Stasiun Universitas Pancasila naik KRL Bogor Line arah Jakarta Kota ke Manggarai (30-40 menit). Pindah ke Cikarang Line arah Cikarang turun di Jatinegara (10 menit). Lalu pindah ke kereta arah Kampung Bandan turun di Stasiun Kemayoran (15 menit). Dari sana jalan kaki ~1,Negatif,['Infrastruktur']
900,tj,Mending pake travel apa kereta aja ya gw ke jakarta nya ntar????,Negatif,[]
901,tj,lu bayangin aja kereta yang eksekutif 710k malang ke jakartaudah gila anjir hampir setengah umr solo gila ni negara,Negatif,['Emosi/Frustrasi']
902,tj,@stravenues Jadi trauma lihat berita kayak gini. Sama kayak proyek kereta cepat jakarta bandung. Gembor²nya tanpa APBN murni B to B. Eh ternyata yg bayar utangnya BUMN juga (PT KAI). KAI naikin tiket KA regular buat bayar cicilan utang whoosh krn utangnya mustahil dibayar sama PT KCIC sndr,Negatif,['Masalah Pembayaran']
903,tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/1kTa33fpFA,Negatif,"['Infrastruktur', 'Akses/Rute']"
904,tj,@dukyeomn STOP KAK.. aku pernah naik kereta sendiri 7 jam jogja-jakarta,Negatif,[]
905,tj,Akhirnya bisa ajak Ao Ruipeng dan Bai Lu keliling Jakarta pake Jaklingko - TJ - KRL selamat merasakan udara Jakarta ️ https://t.co/vIuPbY508C,Positif,[]
906,tj,@Ndrewstjan Jangankan MRT Jakarta gan Stasiun KRL di Indo aja masih far better daripada di Amrik. https://t.co/DuThcbbFwa,Negatif,['Infrastruktur']
907,tj,@msaid_didu 10. Kereta cepat jakarta-bandung 11. Bandara kertajati 12. IKN ,Negatif,[]
908,tj,@Fadhill_Fath yess akhirnya tidak ada lagi kereta ke jakarta cukup motoran ke surabaya wkwk,Negatif,[]
909,tj,Min @KAI121 kereta ekonomi new generation relasi Jakarta - Solo kereta apa aja ya?,Negatif,[]
910,tj,#wtsiphone #wts iPhone 16e 128gb garansi s.d 4/2026 SA/A blibli bh 100% kondisi mulus like new cc 34 on going pemakaian buka harga 9jt nego sesuka anda deal sesuka saya warna black fullset original only cod jakarta pusat jakarta selatan sepanjang jalur krl. #zonauang,Positif,"['Masalah Pembayaran', 'Akses/Rute']"
911,tj,Cuan besar nih. Seperti kereta cepat Jakarta-Bandung memberi utang berbunga tinggi lalu kerugian ditanggung negara. Lalu mengerahkan buzzer seolah itu adalah milik Indonesia dan demi rakyat. https://t.co/hSWYprnsrz,Negatif,"['Kualitas Layanan', 'Kecepatan Layanan']"
912,tj,4 kereta jurusan bogor udah lewat tapi tujuan jakarta-kota belum 1 pun. ‍,Negatif,[]
913,tj,to all pengguna krl (apalagi line bogor-jakarta kalau jam berangkat kerja) terutama mba mba yang suka ck-ck-in orang orang PLISSS STOPP begitu yahhh kalau engga mau sempit atau kesenggol orang lain mending naik ojek or mobil pribadi aja ‼️,Negatif,['Kondisi']
914,tj,@bhenkz_2 @ImminentAdi5 @captPriceisdead @curvboyzzz @Naka_Kyotaru @LembagaKERIS Loko ge di indo sekarang sering mogok karena sering di forsir njir. Bisa di bilang gini hari ini paginya narik argo bromo anggrek dari jakarta ke surabaya dengan kecepatan 120kpj. Sampek surabaya istirahat bentar langsung di suruh narik kereta kontainer dengan bobot lebih dri ~,Negatif,"['Kemacetan', 'Ancaman']"
915,tj,Bocah 8 dan 10 Tahun Jadi Pelaku Pelemparan Batu KRL di Bogor Begini Langkah PT KAI Ada PR besar terkait pendidikan dan lingkungan sosial kita. https://t.co/t4XgRlSFIf,Negatif,"['Ancaman', 'Emosi/Frustrasi']"
916,tj,@hyptheticals @worksfess aku pernah doa gini juga lagi dan akhir bln ini bakal ngantor di jakarta dengan transumnya krl bismillah semoga aku enjoy jg ah ahahaah,Positif,[]
917,tj,Kak @KevinKurni98247 kayaknya enak n seru nih giveaway tiket kereta api jakarta darimana aja Tp bohong. Kerja kerja kawan jangan ngandalin giveaway tiket kereta dan minta bayarin tiket kereta ke jakarta mulu,Negatif,['Masalah Pembayaran']
918,tj,yaampun ternyata 14 januari 2024 jadi kali pertama dan terakhirku naik kereta bisnis makasih ya gumarang krn jadwal keberangkatanmu malam aku jadi bisa keliling jalan2 jakarta dulu sebelum balik sby waktu itu https://t.co/Of5IoFlkZR,Positif,[]
919,tj,@rest_area83 @dhani00 @TxtdariHI Katanya mo dibangun Bandara pengganti n sebenernya udah jadi n beroperasi tapi blom ganti sepenuhnya maksimal NAIA. Yaitu Clark kurleb jaraknya kek Jakarta Bandung lahh n sebenernya bisa aja dibikin Kereta Bandara Semi Cepat n Tol. Tapi Itu era Noynoy era Duterte ga dilanjut,Negatif,['Kondisi']
920,tj,halo min @KAI121 kereta cikuray 299 ekonomi bandung-jakarta pake rangkaian ekonomi yang apa?,Negatif,[]
921,tj,@gbfonry The point is if we do not strive for ideal. Dr jakarta ke surabaya masih jalan kaki kita. Gak naek pesawat kereta bus mobil motor atau kapal laut. Tp emang dasarnya eksploitatif aja sih. Banyak disini. Apalagi pengusaha yg nyaru jadi UMKM.,Negatif,[]
922,tj,Hi vip yg masih cari trip dr jatim sekitarnya yukk join trip naik kereta dsini Meeting point dari sby babat lamongan bojonegoro cepu randublatung semarang tegal pekalongan cirebon Wts wtb open trip gd gdragon bigbang world tour in jakarta jkt übermensch jawa timur sda,Positif,[]
923,tj,@KAI121 Pertama kali naik kereta jarak jauh diajak orang tua merantau ke jakarta menggunakan kereta jayabaya utara relasi surabaya-jakarta di tahun 1994. Masih teringat betul livery warna hijaunya.,Negatif,['Emosi/Frustrasi']
924,tj,naik krl- ke jakarta kota dulu ah biar bisa duduk *ketiduran tau-tau udah ke arah bogor lagi ,Negatif,[]
925,tj,iyadah kenapa tiket pesawat mahal banget sekarang anjing dulu lion air jakarta jogja seharga tiket kereta ekonomi sekarang,Negatif,[]
926,tj,Jalan penuh Krl penuh Busway penuh Mrt penuh #jakarta,Negatif,['Kondisi']
927,tj,Masuk Usia 20 Bulan Apa Kabar Proyek Lanjutan Kereta Cepat ke Surabaya? Proyek kereta cepat Jakarta-Bandung mendulang sukses dalam 20 bulan pertama operasional. Meski belum untung tapi Whoosh sudah jadi pilihan masyarakat. https://t.co/v9ugEzc1qY https://t.co/8KfZZ4ZbaJ,Positif,[]
928,tj,@KAI121 Selamat tinggal kereta Tegal Bahari kereta legendaris warga Tegal kalo ke Jakarta,Positif,[]
929,tj,Pertama naik kelas bisnis oktober 2012 di KA Sawunggalih perjalanan Purwokerto ke Jakarta menjemput idol bareng temen2. Jaman itu pedagang asongan masih bisa masuk ke gerbong kereta. Sungguh kenangan tak terlupakan,Positif,[]
930,tj,@KAI121 Ngajak istri dan 3 anakku mbolang ke Jakarta naik KA Bisnis udah serasa sultan saat itu. Bahagia lihat anak² berjingkrak kegirangan saat masuk ke dalam kereta. Ketika mereka tidur demi kenyamannya maka diriku rela tidur di kolong kursi. Indah sekali kenangan saat itu.,Positif,[]
931,tj,@CommuterLine min anak umur 3thn sudah bayar ticket kereta bandara Jakarta belum?,Negatif,['Masalah Pembayaran']
932,tj,@Bola_Jakarta @Persija_Jkt Yang penting kalo ke JIS usahain punya kartu lain kayak 'Flazz/E-money' selain kartu kereta biar bisa naik langsung dari JIS pas pulang. Info lagi aja dari gue.,Negatif,['Masalah Pembayaran']
933,tj,naik krl ke jakarta kota jam segini emang nyantai anjay,Negatif,['Emosi/Frustrasi']
934,tj,@KAI121 Pertama kali keluarga kecilku mudik ke Jakarta ya naik kereta bisnis Gumarang ini. Pas dapet tiket flash sale pula saat itu. Sayang banget harus berpisah dengan Gumarang. Padahal lumayan enak dari pada ekonomi dan lebih terjangkau daripada eksekutif. ,Positif,['Emosi/Frustrasi']
935,tj,@kopidansenjaa Dari Jakarta naik kereta lbh nyantai Q tunggu di Mlg hehehe,Positif,[]
936,tj,@KAI121 Saya pernah naik kereta kelas bisnis dari kota Malang sampai Jakarta waktu saya masih kuliah di UGM pada tahun 2001. Salah satu kenangan yg indah waktu mahasiswa. Matur nuwun sanged kelas bisnis di pulau Jawa.,Positif,[]
937,tj,@Fandiwargreymon apaka 6 jam kaya kereta semarang-jakarta mas??,Negatif,[]
938,tj,@KAI121 apakah keadaan rel dari stasiun haurgeulis hingga ke arah Jakarta keadaannya tdk merata? Kereta senyaman Mataram yg sudah menggunakan rangkaian baru saja sampai bergetar kencang saat melewati beberapa wilayah..,Negatif,['Infrastruktur']
939,tj,@KAI121 Kakek tinggal di jakarta saya di Jogja. Kalau ke Jakarta dari Jogja udh kebayang selama perjalanan senangnya ada di rmh kakek di sana. Dan kalau pulang dr jakarta kebayang serunya pengalaman bersama beliau di kereta ini.. Jd kebersamaan beliau ada dlm harapan dan kenangan.,Positif,['Ancaman']
940,tj,@KAI121 Pertama kali naik kelas bisnis itu tahun 2009 dari Jakarta ke Solo kereta Senja Utama Solo dan pertama kali juga ngerasain dilempar batu dari luar untung cuma retak doang kacanya,Negatif,"['Ancaman', 'Emosi/Frustrasi']"
941,tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/ZdwAGPnnPz,Negatif,"['Infrastruktur', 'Akses/Rute']"
942,tj,open jasa rental sewa rent digicam sony w810 &amp; canon ixus 185 jabodetabek for juli cod di st krl line jakarta - bogor udah include card reader juga! slot terbatas yaa #rentaldigicam #sewadigicam #sewadigicamdepok #sewadigicamjakarta #zonaBU #zonauang #rentdigicam,Positif,['Masalah Pembayaran']
943,tj,masih teringat jelas kenangan terindah dulu pernah naik kereta bisnis sawunggalih ke jakarta sama ibu,Positif,[]
944,tj,@darcycapella Wkwkw ga akan. Aku manggil dia waktu di jakarta aja. Dia ga nengok sampe suara aku abis . Padahal deket banget kereta keretaan dia,Negatif,"['Kemacetan', 'Emosi/Frustrasi']"
945,tj,Want to rent / WTR lightstick ls nct ver.1 for THE DREAM SHOW 4 in Jakarta ️130k bookslot 50k ️ COD daerah Jaksel Pasar Minggu atau KRL Depok - Bogor ️ Include baterai ️ No deposit kartu identitas sbg jaminan Day 1 &amp; Day 2 available! https://t.co/2MqoRpZUfM,Negatif,[]
946,tj,@KAI121 kak.. apakah benar jika pemesanan kereta rombonongan melalui Daop 1 Jakarta menunggu virtual account KAI nya 1-2 hari?? Karena untuk memblockinh seat kami diminta transfer DP ke rekening pribadi.,Negatif,['Keterlambatan']
947,tj,@KAI121 Min mau tanya kereta Majapahit rute Malang-Jakarta ngelewatin st. Brumbung gak ya? Kalo misal nggak stasiun pemberhentian terdekat dari wilayah Gubug dimana? Terima kasih min,Negatif,"['Navigasi', 'Infrastruktur', 'Akses/Rute']"
948,tj,PT Kereta Api Indonesia (Persero) kembali melanjutkan transformasi layanan dengan meluncurkan rangkaian Stainless Steel New Generation untuk KA Gumarang mulai hari ini Selasa (15/7/2025). ~TA #KeretaApi #Gumarang #Surabaya https://t.co/lVurj3ilXr,Positif,[]
949,tj, kaya nggak nikah nggak hidup ngapain aja sih? kuliah ngajar ngevent bantuin caleg nguli arte wrio berak seperti danilla keliling jakarta pake TJ masak ngebuild sunday main puzzle infinity nikki sampe mabok haircare tidur di kereta sampe citayem,Negatif,['Kemacetan']
950,tj,@prastow Setuju pak Jakarta harus naik kelas ke kota GLOBAL. 1. Masalah corat-coret tembok (vandalisme) 2. Kebersihan 3. Parkir liar. 4. Pak ogah 5. Jalanan simpang Kereta Api rusak semua. 6. Knalpot bronx 7. Dll Tidak ada di Kota GLOBAL.,Negatif,['Kebersihan']
951,tj,duh lama bgttt kereta Jakarta kota sampe 25 menit belum ada lagi @CommuterLine,Negatif,"['Keterlambatan', 'Kemacetan']"
952,tj,@CommuterLine Hallo min barang saya tertinggal di KRL Jakarta-Kota di kereta yg berangkat dr stasiun UI jam 8:13 kereta 8 rangkaian tas hitam di rangkaian gerbong tengah. Saya bisa hubungi kemana ya?,Negatif,['Infrastruktur']
953,tj,@sawidirebus Selamat pagi Kak untuk saat ini perjalanan Commuterline lintas Bogor-Jakarta Kota terpantau relatif normal ya Kak. Adapun selisih waktu sehubungan dengan menunggu aman proses buka tutup pintu kereta untuk naik/turun penumpang di setiap stasiun pemberhentian. Tks.,Negatif,"['Keterlambatan', 'Infrastruktur']"
954,tj,@Bola_Jakarta Wadu awal langsung ke solo ajeni mana tiket kereta termurah udeh bais,Negatif,[]
955,tj,@hiraakos Selamat pagi Kak untuk perjalanan lintas Bogor-Jakarta Kota saat ini terpantau beroperasi relatif normal ya. Untuk KA 1183 dan 1185 (Bogor-Jakarta Kota) mengalami selisih waktu dari jadwal keberangkatan di Stasiun sehubungan menunggu aman proses buka tutup pintu kereta untuk,Negatif,"['Keterlambatan', 'Infrastruktur']"
956,tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/1k3n3p7g8l,Negatif,"['Infrastruktur', 'Akses/Rute']"
957,tj,Anak sekolah ini menuh-menuhin kereta katanya sistem zonasi tapi masih banyak anak sekolah negeri jakarta rumah di bogor.,Negatif,[]
958,tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/gA6n8o8vIF,Negatif,"['Infrastruktur', 'Akses/Rute']"
959,tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/6IkdTrOgrG,Negatif,"['Infrastruktur', 'Akses/Rute']"
960,tj,@ErLina274615 Kl udah di jakarta mampir ke Bogor Bu (Cilebut) ...ntar kita liat KRL https://t.co/Wb2iV2Q29t,Negatif,[]
961,tj,@peningdol Ayo naik KRL dari jakarta kota ke Bogor ,Negatif,[]
962,tj, Liburan sambil belajar? Bisa banget! KAI hadirkan keseruan * Berpetualang Bersama KAI * di KidZania Jakarta Anak-anak jadi masinis petugas loket hingga cobain simulator kereta! Yuk kenalkan dunia perkeretaapian sejak dini seru &amp; edukatif! #KAI121 #KidZaniaxKAI https://t.co/C7T1MDjsan,Positif,['Pelayanan']
963,tj,@nonawaave i've always wanted to learn how to ride transum jakarta like tj jaklingko and mikrotrans but i never rlly got to it padahal idup jg di kisaran bodebek tp kalo ke jakarta mentok2 krl + ojol + sesekali mrt,Negatif,[]
964,tj,@anjar_fg @royindralesmana @GNFI @grok 80 tahun baru BEP. Padahal kereta cepat Jakarta Surabaya ada penawaran kecepatan 500 km /jam BEP 15 tahun. Bakal jadi barang kuno si whosss,Negatif,[]
965,tj,Belum pernah sepengen ini ke jakarta. cuma pengen naik kereta ini https://t.co/qaSBjV3Oqt,Positif,[]
966,tj,@kangbae__ @TxtdariHI coba dong kelebihan public transport di kota besar kek hanoi apa ada brt system yg udh selevel jakarta kereta komuter yg rutenya udh kemana mana,Negatif,['Akses/Rute']
967,tj,@larimengejarbus itulah makanya kenapa kalo ke sana mending ambil rent car aja asli sih gedek pake kereta di sana setelah krl mrt di jakarta aja udah enak bgt wkwkw,Negatif,['Emosi/Frustrasi']
