Kategori,Tweet,Sentiment,problem
tj,Pagi2 udh dengerin curhatan abang2 gojek. Wkwkwk. Ngomongin biaya hidup di Jakarta pas tau gue kerja di daerah Jaksel. Wkwkwk. 'Emang ga capek kak tiap hari naik kereta penuh ke Jakarta? Etapi yaaa namanya kerja yaa kak? wkwkwk' Dia yg nanya dia yg jawab. https://t.co/qSiDUOmL0s,Negatif,"['Kondisi', 'Ancaman', 'Emosi/Frustrasi']"
tj,Bro dipake di jakarta desek-desekan di KRL dedempetan di mikrotrans atau transjakarta atau kena ekspos langsung polusi jalanan pas naik ojek onlen. Bro. Susah jaga clean bro.,Negatif,"['Kondisi', 'Navigasi']"
tj,PT Kereta Api Indonesia (Persero) Daerah Operasi 1 Jakarta mencatat sebanyak 2.005.761 orang menggunakan layanan kereta api selama masa libur sekolah periode 20 Juni hingga 15 Juli 2025. https://t.co/8dHfbzyA7Z,Negatif,[]
tj,Tolong jangan galak2 sama gw.. gw anak perempuan pertama punya kucing 3 ekor di kantor solo fighter tiap hari pp Bogor-Jakarta 2 jam krl an,Negatif,['Pelayanan']
tj,Beneran subsidinya bakal jauh lebih besar dari kereta cepat Jakarta-Bandung. Rakyat harus bersiap mengeluarlan uang untuk pajak. https://t.co/wMkVaxvhL5,Netral,"['Kualitas Layanan', 'Kecepatan Layanan']"
tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/tzJgLyHJYL,Negatif,"['Infrastruktur', 'Akses/Rute']"
tj,Libur Sekolah 26 Hari KAI Daop 1 Jakarta Layani Lebih dari 2 Juta Pelanggan Kereta Api https://t.co/2FFF9Gpior https://t.co/KCQws5sWBr,Negatif,[]
tj,Dirgahayu Kereta Api Singasari ke 8 Tahun (17 Juli 2017 - 17 Juli 2025) telah membanggakan warga Blitar - warga Jakarta. #singasari #keretaapi #like4like #fotosepur @keretaapikita @argothrottle @instrail_id @jurnalrailfans @sahabat_kereta @EdanSepurID https://t.co/dprA3cs9pX,Netral,[]
tj,WTR LIGHTSTICK BLACKPINK V2 For DEADLINE BP TOUR in Jakarta - V2 300k - Telezoom PB 10.000 mAh 40k/each NO DP &amp; deposit Tanpa tahan kartu identitas COD venue/st KRL bisa fullpay divenue open rent rental sewa lightstick bp ls powerbank telezoom https://t.co/BoDnqyF99P,Netral,[]
tj,update titipan yg sudah sampai Kereta Semar Lembu by Zaky Yamani Jakarta Sebelum Pagi by Ziggy Zezsyazeoviennazabrizkie super cepattt.. pesan tgl 13 tengah malam sampai tgl 15 thank you udah titip checkout di akuuu https://t.co/GyDkwQakUn,Negatif,[]
tj,@iamwoodysix @KRathalos97 @republicandeist @polzhengzhi @Kaisar_Blues Gw ada feeling sih masyarakat reaksinya gak akan sepanas kereta cepat Jakarta Bandung,Negatif,['Kondisi']
tj,Provider nya kemungkinan dari Tiongkok (lagi). https://t.co/Qdfn2JgpJW,Negatif,[]
tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/w0HwtvUhX5,Negatif,"['Infrastruktur', 'Akses/Rute']"
tj,@geezanna20 Dari Stasiun Universitas Pancasila naik KRL Bogor Line arah Jakarta Kota ke Manggarai (30-40 menit). Pindah ke Cikarang Line arah Cikarang turun di Jatinegara (10 menit). Lalu pindah ke kereta arah Kampung Bandan turun di Stasiun Kemayoran (15 menit). Dari sana jalan kaki ~1,Negatif,['Infrastruktur']
tj,Mending pake travel apa kereta aja ya gw ke jakarta nya ntar????,Negatif,[]
tj,lu bayangin aja kereta yang eksekutif 710k malang ke jakartaudah gila anjir hampir setengah umr solo gila ni negara,Negatif,['Emosi/Frustrasi']
tj,@stravenues Jadi trauma lihat berita kayak gini. Sama kayak proyek kereta cepat jakarta bandung. Gembor²nya tanpa APBN murni B to B. Eh ternyata yg bayar utangnya BUMN juga (PT KAI). KAI naikin tiket KA regular buat bayar cicilan utang whoosh krn utangnya mustahil dibayar sama PT KCIC sndr,Negatif,['Masalah Pembayaran']
tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/1kTa33fpFA,Negatif,"['Infrastruktur', 'Akses/Rute']"
tj,@dukyeomn STOP KAK.. aku pernah naik kereta sendiri 7 jam jogja-jakarta,Negatif,[]
tj,Akhirnya bisa ajak Ao Ruipeng dan Bai Lu keliling Jakarta pake Jaklingko - TJ - KRL selamat merasakan udara Jakarta ️ https://t.co/vIuPbY508C,Netral,[]
tj,@Ndrewstjan Jangankan MRT Jakarta gan Stasiun KRL di Indo aja masih far better daripada di Amrik. https://t.co/DuThcbbFwa,Negatif,['Infrastruktur']
tj,@msaid_didu 10. Kereta cepat jakarta-bandung 11. Bandara kertajati 12. IKN ,Negatif,[]
tj,@Fadhill_Fath yess akhirnya tidak ada lagi kereta ke jakarta cukup motoran ke surabaya wkwk,Negatif,[]
tj,Min @KAI121 kereta ekonomi new generation relasi Jakarta - Solo kereta apa aja ya?,Negatif,[]
tj,#wtsiphone #wts iPhone 16e 128gb garansi s.d 4/2026 SA/A blibli bh 100% kondisi mulus like new cc 34 on going pemakaian buka harga 9jt nego sesuka anda deal sesuka saya warna black fullset original only cod jakarta pusat jakarta selatan sepanjang jalur krl. #zonauang,Negatif,"['Masalah Pembayaran', 'Akses/Rute']"
tj,Cuan besar nih. Seperti kereta cepat Jakarta-Bandung memberi utang berbunga tinggi lalu kerugian ditanggung negara. Lalu mengerahkan buzzer seolah itu adalah milik Indonesia dan demi rakyat. https://t.co/hSWYprnsrz,Netral,"['Kualitas Layanan', 'Kecepatan Layanan']"
tj,4 kereta jurusan bogor udah lewat tapi tujuan jakarta-kota belum 1 pun. ‍,Negatif,[]
tj,to all pengguna krl (apalagi line bogor-jakarta kalau jam berangkat kerja) terutama mba mba yang suka ck-ck-in orang orang PLISSS STOPP begitu yahhh kalau engga mau sempit atau kesenggol orang lain mending naik ojek or mobil pribadi aja ‼️,Negatif,['Kondisi']
tj,@bhenkz_2 @ImminentAdi5 @captPriceisdead @curvboyzzz @Naka_Kyotaru @LembagaKERIS Loko ge di indo sekarang sering mogok karena sering di forsir njir. Bisa di bilang gini hari ini paginya narik argo bromo anggrek dari jakarta ke surabaya dengan kecepatan 120kpj. Sampek surabaya istirahat bentar langsung di suruh narik kereta kontainer dengan bobot lebih dri ~,Negatif,"['Kemacetan', 'Ancaman']"
tj,Bocah 8 dan 10 Tahun Jadi Pelaku Pelemparan Batu KRL di Bogor Begini Langkah PT KAI Ada PR besar terkait pendidikan dan lingkungan sosial kita. https://t.co/t4XgRlSFIf,Negatif,"['Ancaman', 'Emosi/Frustrasi']"
tj,@hyptheticals @worksfess aku pernah doa gini juga lagi dan akhir bln ini bakal ngantor di jakarta dengan transumnya krl bismillah semoga aku enjoy jg ah ahahaah,Negatif,[]
tj,Kak @KevinKurni98247 kayaknya enak n seru nih giveaway tiket kereta api jakarta darimana aja Tp bohong. Kerja kerja kawan jangan ngandalin giveaway tiket kereta dan minta bayarin tiket kereta ke jakarta mulu,Negatif,['Masalah Pembayaran']
tj,yaampun ternyata 14 januari 2024 jadi kali pertama dan terakhirku naik kereta bisnis makasih ya gumarang krn jadwal keberangkatanmu malam aku jadi bisa keliling jalan2 jakarta dulu sebelum balik sby waktu itu https://t.co/Of5IoFlkZR,Netral,[]
tj,@rest_area83 @dhani00 @TxtdariHI Katanya mo dibangun Bandara pengganti n sebenernya udah jadi n beroperasi tapi blom ganti sepenuhnya maksimal NAIA. Yaitu Clark kurleb jaraknya kek Jakarta Bandung lahh n sebenernya bisa aja dibikin Kereta Bandara Semi Cepat n Tol. Tapi Itu era Noynoy era Duterte ga dilanjut,Negatif,['Kondisi']
tj,halo min @KAI121 kereta cikuray 299 ekonomi bandung-jakarta pake rangkaian ekonomi yang apa?,Negatif,[]
tj,@gbfonry The point is if we do not strive for ideal. Dr jakarta ke surabaya masih jalan kaki kita. Gak naek pesawat kereta bus mobil motor atau kapal laut. Tp emang dasarnya eksploitatif aja sih. Banyak disini. Apalagi pengusaha yg nyaru jadi UMKM.,Negatif,[]
tj,Hi vip yg masih cari trip dr jatim sekitarnya yukk join trip naik kereta dsini Meeting point dari sby babat lamongan bojonegoro cepu randublatung semarang tegal pekalongan cirebon Wts wtb open trip gd gdragon bigbang world tour in jakarta jkt übermensch jawa timur sda,Negatif,[]
tj,@KAI121 Pertama kali naik kereta jarak jauh diajak orang tua merantau ke jakarta menggunakan kereta jayabaya utara relasi surabaya-jakarta di tahun 1994. Masih teringat betul livery warna hijaunya.,Negatif,['Emosi/Frustrasi']
tj,naik krl- ke jakarta kota dulu ah biar bisa duduk *ketiduran tau-tau udah ke arah bogor lagi ,Negatif,[]
tj,iyadah kenapa tiket pesawat mahal banget sekarang anjing dulu lion air jakarta jogja seharga tiket kereta ekonomi sekarang,Netral,[]
tj,Jalan penuh Krl penuh Busway penuh Mrt penuh #jakarta,Negatif,['Kondisi']
tj,Masuk Usia 20 Bulan Apa Kabar Proyek Lanjutan Kereta Cepat ke Surabaya? Proyek kereta cepat Jakarta-Bandung mendulang sukses dalam 20 bulan pertama operasional. Meski belum untung tapi Whoosh sudah jadi pilihan masyarakat. https://t.co/v9ugEzc1qY https://t.co/8KfZZ4ZbaJ,Negatif,[]
tj,@KAI121 Selamat tinggal kereta Tegal Bahari kereta legendaris warga Tegal kalo ke Jakarta,Negatif,[]
tj,Pertama naik kelas bisnis oktober 2012 di KA Sawunggalih perjalanan Purwokerto ke Jakarta menjemput idol bareng temen2. Jaman itu pedagang asongan masih bisa masuk ke gerbong kereta. Sungguh kenangan tak terlupakan,Negatif,[]
tj,@KAI121 Ngajak istri dan 3 anakku mbolang ke Jakarta naik KA Bisnis udah serasa sultan saat itu. Bahagia lihat anak² berjingkrak kegirangan saat masuk ke dalam kereta. Ketika mereka tidur demi kenyamannya maka diriku rela tidur di kolong kursi. Indah sekali kenangan saat itu.,Negatif,[]
tj,@CommuterLine min anak umur 3thn sudah bayar ticket kereta bandara Jakarta belum?,Negatif,['Masalah Pembayaran']
tj,@Bola_Jakarta @Persija_Jkt Yang penting kalo ke JIS usahain punya kartu lain kayak 'Flazz/E-money' selain kartu kereta biar bisa naik langsung dari JIS pas pulang. Info lagi aja dari gue.,Negatif,['Masalah Pembayaran']
tj,naik krl ke jakarta kota jam segini emang nyantai anjay,Negatif,['Emosi/Frustrasi']
tj,@KAI121 Pertama kali keluarga kecilku mudik ke Jakarta ya naik kereta bisnis Gumarang ini. Pas dapet tiket flash sale pula saat itu. Sayang banget harus berpisah dengan Gumarang. Padahal lumayan enak dari pada ekonomi dan lebih terjangkau daripada eksekutif. ,Negatif,['Emosi/Frustrasi']
tj,@kopidansenjaa Dari Jakarta naik kereta lbh nyantai Q tunggu di Mlg hehehe,Negatif,[]
tj,@KAI121 Saya pernah naik kereta kelas bisnis dari kota Malang sampai Jakarta waktu saya masih kuliah di UGM pada tahun 2001. Salah satu kenangan yg indah waktu mahasiswa. Matur nuwun sanged kelas bisnis di pulau Jawa.,Negatif,[]
tj,@Fandiwargreymon apaka 6 jam kaya kereta semarang-jakarta mas??,Negatif,[]
tj,@KAI121 apakah keadaan rel dari stasiun haurgeulis hingga ke arah Jakarta keadaannya tdk merata? Kereta senyaman Mataram yg sudah menggunakan rangkaian baru saja sampai bergetar kencang saat melewati beberapa wilayah..,Negatif,['Infrastruktur']
tj,@KAI121 Kakek tinggal di jakarta saya di Jogja. Kalau ke Jakarta dari Jogja udh kebayang selama perjalanan senangnya ada di rmh kakek di sana. Dan kalau pulang dr jakarta kebayang serunya pengalaman bersama beliau di kereta ini.. Jd kebersamaan beliau ada dlm harapan dan kenangan.,Negatif,['Ancaman']
tj,@KAI121 Pertama kali naik kelas bisnis itu tahun 2009 dari Jakarta ke Solo kereta Senja Utama Solo dan pertama kali juga ngerasain dilempar batu dari luar untung cuma retak doang kacanya,Negatif,"['Ancaman', 'Emosi/Frustrasi']"
tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/ZdwAGPnnPz,Negatif,"['Infrastruktur', 'Akses/Rute']"
tj,open jasa rental sewa rent digicam sony w810 &amp; canon ixus 185 jabodetabek for juli cod di st krl line jakarta - bogor udah include card reader juga! slot terbatas yaa #rentaldigicam #sewadigicam #sewadigicamdepok #sewadigicamjakarta #zonaBU #zonauang #rentdigicam,Negatif,['Masalah Pembayaran']
tj,masih teringat jelas kenangan terindah dulu pernah naik kereta bisnis sawunggalih ke jakarta sama ibu,Negatif,[]
tj,@darcycapella Wkwkw ga akan. Aku manggil dia waktu di jakarta aja. Dia ga nengok sampe suara aku abis . Padahal deket banget kereta keretaan dia,Negatif,"['Kemacetan', 'Emosi/Frustrasi']"
tj,Want to rent / WTR lightstick ls nct ver.1 for THE DREAM SHOW 4 in Jakarta ️130k bookslot 50k ️ COD daerah Jaksel Pasar Minggu atau KRL Depok - Bogor ️ Include baterai ️ No deposit kartu identitas sbg jaminan Day 1 &amp; Day 2 available! https://t.co/2MqoRpZUfM,Negatif,[]
tj,@KAI121 kak.. apakah benar jika pemesanan kereta rombonongan melalui Daop 1 Jakarta menunggu virtual account KAI nya 1-2 hari?? Karena untuk memblockinh seat kami diminta transfer DP ke rekening pribadi.,Negatif,['Keterlambatan']
tj,@KAI121 Min mau tanya kereta Majapahit rute Malang-Jakarta ngelewatin st. Brumbung gak ya? Kalo misal nggak stasiun pemberhentian terdekat dari wilayah Gubug dimana? Terima kasih min,Negatif,"['Navigasi', 'Infrastruktur', 'Akses/Rute']"
tj,PT Kereta Api Indonesia (Persero) kembali melanjutkan transformasi layanan dengan meluncurkan rangkaian Stainless Steel New Generation untuk KA Gumarang mulai hari ini Selasa (15/7/2025). ~TA #KeretaApi #Gumarang #Surabaya https://t.co/lVurj3ilXr,Negatif,[]
tj, kaya nggak nikah nggak hidup ngapain aja sih? kuliah ngajar ngevent bantuin caleg nguli arte wrio berak seperti danilla keliling jakarta pake TJ masak ngebuild sunday main puzzle infinity nikki sampe mabok haircare tidur di kereta sampe citayem,Negatif,['Kemacetan']
tj,@prastow Setuju pak Jakarta harus naik kelas ke kota GLOBAL. 1. Masalah corat-coret tembok (vandalisme) 2. Kebersihan 3. Parkir liar. 4. Pak ogah 5. Jalanan simpang Kereta Api rusak semua. 6. Knalpot bronx 7. Dll Tidak ada di Kota GLOBAL.,Netral,['Kebersihan']
tj,duh lama bgttt kereta Jakarta kota sampe 25 menit belum ada lagi @CommuterLine,Negatif,"['Keterlambatan', 'Kemacetan']"
tj,@CommuterLine Hallo min barang saya tertinggal di KRL Jakarta-Kota di kereta yg berangkat dr stasiun UI jam 8:13 kereta 8 rangkaian tas hitam di rangkaian gerbong tengah. Saya bisa hubungi kemana ya?,Negatif,['Infrastruktur']
tj,@sawidirebus Selamat pagi Kak untuk saat ini perjalanan Commuterline lintas Bogor-Jakarta Kota terpantau relatif normal ya Kak. Adapun selisih waktu sehubungan dengan menunggu aman proses buka tutup pintu kereta untuk naik/turun penumpang di setiap stasiun pemberhentian. Tks.,Negatif,"['Keterlambatan', 'Infrastruktur']"
tj,@Bola_Jakarta Wadu awal langsung ke solo ajeni mana tiket kereta termurah udeh bais,Negatif,[]
tj,@hiraakos Selamat pagi Kak untuk perjalanan lintas Bogor-Jakarta Kota saat ini terpantau beroperasi relatif normal ya. Untuk KA 1183 dan 1185 (Bogor-Jakarta Kota) mengalami selisih waktu dari jadwal keberangkatan di Stasiun sehubungan menunggu aman proses buka tutup pintu kereta untuk,Negatif,"['Keterlambatan', 'Infrastruktur']"
tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/1k3n3p7g8l,Negatif,"['Infrastruktur', 'Akses/Rute']"
tj,Anak sekolah ini menuh-menuhin kereta katanya sistem zonasi tapi masih banyak anak sekolah negeri jakarta rumah di bogor.,Netral,[]
tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/gA6n8o8vIF,Negatif,"['Infrastruktur', 'Akses/Rute']"
tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/6IkdTrOgrG,Negatif,"['Infrastruktur', 'Akses/Rute']"
tj,@ErLina274615 Kl udah di jakarta mampir ke Bogor Bu (Cilebut) ...ntar kita liat KRL https://t.co/Wb2iV2Q29t,Negatif,[]
tj,@peningdol Ayo naik KRL dari jakarta kota ke Bogor ,Negatif,[]
tj, Liburan sambil belajar? Bisa banget! KAI hadirkan keseruan * Berpetualang Bersama KAI * di KidZania Jakarta Anak-anak jadi masinis petugas loket hingga cobain simulator kereta! Yuk kenalkan dunia perkeretaapian sejak dini seru &amp; edukatif! #KAI121 #KidZaniaxKAI https://t.co/C7T1MDjsan,Negatif,['Pelayanan']
tj,@nonawaave i've always wanted to learn how to ride transum jakarta like tj jaklingko and mikrotrans but i never rlly got to it padahal idup jg di kisaran bodebek tp kalo ke jakarta mentok2 krl + ojol + sesekali mrt,Negatif,[]
tj,@anjar_fg @royindralesmana @GNFI @grok 80 tahun baru BEP. Padahal kereta cepat Jakarta Surabaya ada penawaran kecepatan 500 km /jam BEP 15 tahun. Bakal jadi barang kuno si whosss,Negatif,[]
tj,Belum pernah sepengen ini ke jakarta. cuma pengen naik kereta ini https://t.co/qaSBjV3Oqt,Negatif,[]
tj,@kangbae__ @TxtdariHI coba dong kelebihan public transport di kota besar kek hanoi apa ada brt system yg udh selevel jakarta kereta komuter yg rutenya udh kemana mana,Negatif,['Akses/Rute']
tj,@larimengejarbus itulah makanya kenapa kalo ke sana mending ambil rent car aja asli sih gedek pake kereta di sana setelah krl mrt di jakarta aja udah enak bgt wkwkw,Negatif,['Emosi/Frustrasi']
tj,@eaJPark Bruh kamu biasanya naik KRL arah bogor apa jakarta kota jae? bareng lah bro,Negatif,[]
tj,yeyy issued 31 pax tiket pesawat rombongan Banjarmasin ke Jakarta yuk yang mau booking tiket pesawat/voucher hotel/tiket kereta boleh banget chat wa di bio guys https://t.co/r584V7yFNG,Negatif,[]
tj,Awal banget kerja di Jakarta naik KRL dr sini Duren Kalibata. Si Utsda ini tiap kereta penuh ga berani naik krn pekewoh ga enak buat dorong2 orang. Terakhir kesini masih proses pembangunan dan sekarang woww bagus juga ya jadinya. Udah ga nyebrang rel lagi. https://t.co/jWuulMahRP,Negatif,['Kondisi']
tj,kok w ngerasa akhir akhir ini jakarta pipel berkurang jumlahnya. bisa dibuktikan di tebet tidak selalu macet dan kursi kereta ada yang kosong di jam after hour. or maybe i'm just lucky,Netral,[]
tj,Bagi warga Depok kombinasi Kereta Rel Listrik (KRL) Commuter Line dan MRT Jakarta menjadi pilihan utama. Perjalanan bisa dimulai dari Stasiun Depok menuju Stasiun Sudirman lalu melanjutkan dengan MRT dari Stasiun Dukuh Atas BNI ke arah Blok M. #Kompaspedia #LitbangKompas https://t.co/cKX1TklY3h,Negatif,['Infrastruktur']
tj,China uji coba kereta Maglev supercepat yang bisa tempuh 1.200 km dari Beijing ke Shanghai hanya dalam 2 5 jam. Kecepatannya tembus 600 km/jam bahkan sempat uji 998 km/jam dalam tabung vakum. Sebagai perbandingan jarak Jakarta Surabaya saja masih makan waktu 8 10 jam pakai https://t.co/AxVEx3MOVy,Negatif,[]
tj,@delnotshrimp aku dari malang... cf di jakarta kan... naik kereta aja bisaa dan budget aman sih,Negatif,[]
tj,Aku liat endingnya hikaru langsung mikir mereka syuting di jalur KRL Jakarta-Bogor lmao https://t.co/gG9rWiwe5p,Negatif,['Akses/Rute']
tj,@alexdrinkwater_ @BudiBukanIntel Bener makanya sindikat maling di bus itu jarang mau di rute premium kayak Bogor/Jakarta/Ciputat-Surabaya-Malang pasti ambil sektor pendek kayak ke daerah Purwokerto Wonosobo ato ke arah Solo. Maling di kereta aslinya juga gitu mereka ngincer kereta Exe yang punya tarsusan,Negatif,['Akses/Rute']
tj,@farhanzlkr Semua Anggota JKT48 Sudah Sampai Di Jakarta Naik Pesawat Terbang Dan Naik Kereta Api,Negatif,[]
tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/HuPvLoEQxk,Negatif,"['Infrastruktur', 'Akses/Rute']"
tj,Jakarta ke Ponorogo cuma 1 jam? China tawarkan kereta Maglev super cepat 650 km/jam! 🇨🇳 https://t.co/1qNZY5Fx2g,Negatif,[]
tj,Ini kalau terealisasi bakalan keren banget...buah dari keberlanjutan Presiden Prabowo bukan perubahan. China Siapkan Kereta Peluru Maglev Jakarta - Ponorogo Cuma 1 Jam https://t.co/PLhb9IfYvZ,Netral,[]
tj,Menempati Anjungan Pemerintah Provinsi DKI Jakarta di Hall C1 JIExpo Kemayoran PT LRT Jakarta menghadirkan train simulator alat simulator kereta yang menampilkan kondisi asli kabin masinis LRT Jakarta. https://t.co/CBLJJpz3f4,Negatif,['Pelayanan']
tj,Dari Bordes hingga Toilet Inilah Wujud Nyata Komitmen KAI Daop 1 Jakarta Jaga Kebersihan Kereta https://t.co/RW1aLNy6FZ https://t.co/ydauvN6ORE,Negatif,[]
tj,open jasa rental sewa rent digicam sony w810 &amp; canon ixus 185 jabodetabek for juli cod di st krl line jakarta - bogor udah include card reader juga! slot terbatas yaa #rentaldigicam #sewadigicam #sewadigicamdepok #sewadigicamjakarta #zonaBU #zonauang #rentdigicam,Negatif,['Masalah Pembayaran']
tj,@MadaHaqiqie krl jakarta beneran 20-30 tahun lagi,Negatif,[]
tj,Siap-Siap Stasiun KRL Baru Warga BSD Dibuka ke Jakarta Jadi Sejengkal https://t.co/NnI75QG9zZ,Negatif,['Infrastruktur']
tj,Ini mah KRL jakarta njir https://t.co/zvi7eoJQIZ,Negatif,[]
tj,@tookuniitemo_ Jakarta balik udah diatas jam 21.00 insyaallah rada sepi krl,Negatif,[]
tj,@catlover17081 @perupadata Purwokerto ga ada Bandara. Yg satu karesidenan tuh di Cilacap bandara Tunggul Wulung. Yg agak baru direvitalisasi di Kab Purbalingga Bandara Wirasaba (JB Soedirman). Jelaaas sepi. Purwokerto di Banyumas dah ada kereta yg melimpah bgt stoknya buat ke Jakarta.,Negatif,['Kondisi']
tj,siapa yg mau editin jinki lg naik krl jakarta kota - nambo https://t.co/Rls6OVap6B,Negatif,[]
tj,@C_Jessination48 masih di kereta min arah balik dari surabaya ke Jakarta https://t.co/OthMGrENlS,Negatif,[]
tj,@marimassachet Selamat malam Kak. Setiap KA yang beroperasi saat ini menyesuaikan pada Gapeka (Grafik Perjalanan Kereta Api). Perjalanan dari Serang dapat menggunakan Commuter Line Merak yang transit di Rangkasbitung. Kemudian dapat menggunakan KRL menuju Jakarta dan dilanjutkan KA Jarak Jauh,Negatif,[]
tj,pls bikin kereta cepat jakarta sby 3 jam,Negatif,[]
tj,ini rasa ga nyamannya sama kayak waktu tau jae udh di jakarta sementara gue masi luntang-lantung nunggu kereta di jogja. berasa ditinggalin,Negatif,"['Keterlambatan', 'Kondisi']"
tj,@alterrrego_ serba salah yaa tp kalo kereta seenggaknya bs nabung kesabaran ga kena macet dr bandung-jakarta,Negatif,['Kemacetan']
tj,@ARSIPAJA Alasan mulu apalagi kalo banyak perlintasan kereta kayak jakarta. Udah ga ketolong ini kota ,Negatif,['Emosi/Frustrasi']
tj,@MiskinTV_ Orang jakarta yang ngga ngerti sound horeg mending diem aja dah ntar kalo ditanya nikmatnya macet macetan dimananya bingung lu pada jawabnya wkwkwk mana betah tiap hari macet melulu ama umpel²an di KRL Jangan usil dg kebahagian kami sound horeg love you more~,Negatif,"['Navigasi', 'Kemacetan']"
tj,@perseliese Kereta balik kali ya ini yang berhenti di Depok terus balik ke Jakarta Kota soalnya weekend gini penumpang banyak dari Bogor kan.,Negatif,['Kondisi']
tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/ToXChlwhHF,Negatif,"['Infrastruktur', 'Akses/Rute']"
tj,LOCATION GUIDE Naik KRL Bogor - Jakarta Kota Turun di Jakarta Kota &gt; keluar pintu barat (Bank BNI) &gt; menyeberang ke Museum Mandiri Naik TransJakarta koridor 1 atau 9B Turun di Halte Kota &gt; menyeberang ke Museum Mandiri SEE U WARGA! #WOODZ #PestaRakyatVol3 https://t.co/ZZkWF0aHav,Negatif,[]
tj,@koganenohikari lebih cepat daripada kereta cepat Jakarta-Surabaya,Negatif,[]
tj,@KAI121 Jika keberangkatan dari Semarang menuju Jakarta kursi berapakah yang searah dengan laju Kereta.,Negatif,[]
tj,open jasa rental sewa rent digicam sony w810 &amp; canon ixus 185 jabodetabek bulan juli cod di st krl line jakarta - bogor udah include card reader juga! slot terbatas yaa #rentaldigicam #sewadigicam #sewadigicamdepok #sewadigicamjakarta #zonaBU #zonauang #rentdigicam,Negatif,['Masalah Pembayaran']
tj,Menteri Perhubungan (Menhub) Dudy Purwagandhi mengungkap kemungkinan perpanjangan proyek Kereta Cepat Jakarta-Bandung ke Surabaya. https://t.co/0fvIUCOC1m,Negatif,[]
tj,Aksi pelemparan terhadap Commuter Line No. 1322 relasi Jakarta Kota Bogor terjadi pada Jumat (11/7) pukul 16.05 WIB tepatnya di sekitar JPO Pasar Anyar Bogor. Akibatnya kaca pintu kereta terakhir di rangkaian CLI-125 retak parah. Kasi Humas Polresta Bogor Kota Ipda Eko https://t.co/CkMvgS1fdT,Negatif,['Infrastruktur']
tj,@yappingfess bogor sih klo start dr jakarta terus yang pengen jaraknya reachable pake krl tp klo mau benr2 holiday ya bandung,Negatif,[]
tj,Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim DIBUKA pukul 06.00 s.d 22.00 WIB pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/CttfPgB4B6,Negatif,"['Infrastruktur', 'Akses/Rute']"
